DarkChicken ,0,12/6/2010, Điểm excercise 4 ! , " Xin xem_lại điểm em ex 4 em học T3 tiết 1-3 402C6 , có đi học và nộp bài đầy_đủ mà 0 diem MSSv : 50801536 - Phạm_Anh_Quốc_Phiên ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,10/18/2010, Re : Array_Type VS Array_Element , Thanks bạn . Liked .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,10/17/2010, " Lại thắc_mắc Array , assignment : ( ( " , " Vipmanbum wrote : a [ i * 2/2 - - - - 2 ^ 2 , true and ( 4 * 4 ) , not ( 4.2 / 2 div flase mod ' cde * ' ' ' ' ' ) , a [ i , 3/2 ^ 4 ] ] : = a [ i * 2/2 - - - - 2 ^ 2 , true and ( 4 * 4 ) ] ; cái này đúng hay sai . < left handside > is a variable or an element of an array . = > theo minh thi < left handside > co the la IDENTIFIER hoac IDENTIFIER [ INT] ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25251325,0,10/17/2010, tham_số của lời gọi hàm , " Trong cái expr có các operand là lời gọi hàm , vậy lời gọi hàm này có_thể k có tham sô hay bắt_buộc phải có tham_số VD : 1 . a : = func ( ) ; 2 . a : = func ( a , b ) ; cái nào đúng zậy ? ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
† ™ ☆ [ The ] KING☆ ™ † ,0,10/17/2010, tham_số của lời gọi hàm , cả 2 đều đc ^ ^ !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nobita ,0,10/17/2010, Re : tham_số của lời gọi hàm , " vậy nếu tham_số là giá_trị trả vể của 1 lời gọi hàm nữa có được không ? hoặc là 1 statement ? vd : init ( ha ,1,2.1, ha ( ) , hi ( 1,1.2 ) , ' chan ' , true , false ) ; init ( ( if x = 1 then return 2 ; else return 3 ) , a , b , c ) ; ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
† ™ ☆ [ The ] KING☆ ™ † ,0,10/18/2010, Re : tham_số của lời gọi hàm , " Kopite wrote : vậy nếu tham_số là giá_trị trả vể của 1 lời gọi hàm nữa có được không ? hoặc là 1 statement ? vd : init ( ha ,1,2.1, ha ( ) , hi ( 1,1.2 ) , ' chan ' , true , false ) ; init ( ( if x = 1 then return 2 ; else return 3 ) , a , b , c ) ; Vàng 1 : oki Vàng 2 : not oki [ ko có if trong lời gọi hàm ] A function call starts with an identifier , i . e . the function name , followed by an opening parenthesis , an optional comma - separated list of expressions , and ends with a closing parenthesis ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,9/30/2010, ∑ , ∑ tap này gồm ký tu ASCII la nhữ ký tư nao : (,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,9/30/2010, Re : ∑ , Any character in ∑ except a newline character can be appeared in a string constant đoạn này là sao vậy ? ai có thễ giãi thích hem : ( (,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Langtukh02 ,0,10/4/2010, ∑ , [ ^ ' \ n ' ] : any character except ' \ n ' : NewLine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
... ,0,10/4/2010, Token bị lỗi ! , " Trong đặc_tả thì token bị lỗi phải được in ra . Vậy các bạn cho mình hỏi , cái này mình phải làm hay thầy đã làm cho mình rồi vậy , vì trong code mình thấy " " | _ { raise ( Failure ( " " unrecognized token : " " ^ ( Lexing.lexeme lexbuf ) ) ) } " " Bài của mình thì khi mình nhập vào 1 token lỗi chỉ có in ra file trắng thôi . Help me . : D ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro ,0,10/4/2010, Token bị lỗi ! , " Hình_như nó in ra console mà bạn , tư từ hãy chuyển ra file , mà chắc bạn đã viết parser rồi ^ ^ . Nên hỏi thêm là mấy cái function hay expression của thầy ( khai_báo , gán , , ... ) thì luôn đúng hay_là ngẫu_nhiên theo testcase của thầy . Chứ muốn cố_ý cho testcase sai thì khối trường_hợp sinh_ra nữa , ví_dụ : cho hai chuỗi đứng sát đứng cũng 1 dòng ( ' string1 ' ' string2 ' ' ' ) . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoi_Dang ,0,10/4/2010, Token bị lỗi ! , " Nguyen_Duc_Thanh wrote : Trong đặc_tả thì token bị lỗi phải được in ra . Vậy các bạn cho mình hỏi , cái này mình phải làm hay thầy đã làm cho mình rồi vậy , vì trong code mình thấy " " | _ { raise ( Failure ( " " unrecognized token : " " ^ ( Lexing.lexeme lexbuf ) ) ) } " " Bài của mình thì khi mình nhập vào 1 token lỗi chỉ có in ra file trắng thôi . Help me . : D mình nhớ không lầm thì lỗi được xuất ra file e * . txt : - s vd : Fatal error : exception Lexer _ driver.Error ( 1 ,1, " " _ " " ) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro ,0,10/4/2010, Token bị lỗi ! , Ko bít cái câu mà nó raise ra có_nghĩa gì nhỉ ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,10/1/2010, / * ' co giong voi " / " ' * ' ko ? , ai trả_lời giùm hic : (,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,10/1/2010, Re : ' / * ' co giong voi " / " ' * ' ko ? , lam sao de ki tu \ xuat hien trong RE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
phạm trần duy ,0,10/5/2010, Re : ' / * ' co giong voi " / " ' * ' ko ? , " / * ' = > sao dc bạn @ @ , nó là chuỗi mà phải là " " / * " " hoặc là ' / ' ' * ' chứ nhĩ . còn muốn \ xuất_hiện thì viết là ' \ \ ' . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/5/2010, ý_nghĩa new line , Theo mình biết bảng mã ký_tự ASCCI dấu xuống dòng là sự kết_hợp giữa ký_tự số 13 và ký_tự số 10 thế nên trong string const nếu mình viết bất_kỳ ký_tự nào ngoại_trừ xuống dòng thì mình viết là [ ^ ' \ n ' ] nhưng cái này nó không kiểm_tra ký_tự số 13 mà chỉ kiểm_tra ký_tự số 10 mà thôi . Vậy newline là số 10 hay_là kết_hợp 13 và 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/5/2010, Re : ý_nghĩa new line , Mình hiểu rồi newline chỉ là ký_tự 10 không có 13 Mở bằng notpad không thấy xuống dòng Mở bằng wordpad mới thấy xuống dòng Hình_như [ ^ ' \ n ' ' ' ' ] mới đúng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/5/2010, Re : ' / * ' co giong voi " / " ' * ' ko ? , " Bạn kiểm_tra token gì mà cần xuất_hiện dấu ' \ ' vậy bạn . Mình thấy để ' \ ' cũng kiểm_tra được mà , đâu có cần ' \ \ ' đâu . Những ký_tự đặc_biệt mình viết java xuất ra file , bạn nào có cách nào_hay không_chỉ mình với ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/4/2010, constant string token array again . , " Cho minh hoi Neu nhu trong constant string co single _ quote thi phai duplicate no len . Vay khi duplicate no len thi no la 2 dấu nháy đơn , hay_là 1 dấu nháy_kép . [ ] vẫn tính là 2 token , con kiem tra rong hay khong rong thì_phải làm ở parser , phải ko ? [ abc ; def ] tính là 5 token kiểm_tra integer , float sẽ được làm ở bên parser ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri_Nguyen ,0,10/4/2010, Re : constant string token array again . , là 2 dấu nháy đơn đó bạn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/4/2010, Re : constant string token array again . , Tri_Nguyen wrote : là 2 dấu nháy đơn đó bạn Còn câu dưới cho mình biet ý_kiến luôn đi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri_Nguyen ,0,10/4/2010, Re : constant string token array again . , Hiện_thực về array thì theo mình nghĩ là làm trong parser hết,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro ,0,10/4/2010, constant string token array again . , " Sao không thấy thầy cập_nhật mấy câu_hỏi này trong phần NOTICE nhỉ , mới chỉ là sv nói ko à , như chị An năm trc mà nhanh : d . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,10/4/2010, Re : constant string token array again . , " Mình cũng đang thắc_mắc về phần string này : 1 . / Dấu " " vẫn được đúng không ? 2 . / " " If a single - quote belongs to a string constants , it must be duplicated . " " Vậy vd như : ' noname said : ' ' abc ' ' end ' . Vậy cái này là 3 string hay_là 1 string vậy . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX ,0,10/4/2010, Re : constant string token array again . , " noname wrote : Mình cũng đang thắc_mắc về phần string này : 1 . / Dấu " " vẫn được đúng không ? 2 . / " " If a single - quote belongs to a string constants , it must be duplicated . " " Vậy vd như : ' noname said : ' ' abc ' ' end ' . Vậy cái này là 3 string hay_là 1 string vậy . là 1 đó bạn : D ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/6/2010, Cau hoi chua ai tra loi gium , " Thay cho em duoc hoi cai nay co may token . De em biet con sua lai code cho phu hop . / * abc * / var a ; / * def * / Y cua em la chi co 2 dong comment , hay la nola mot cai comment Hien gio em ra 3 token ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro ,0,10/11/2010, Deadline chính_thức là ngày nào ? , " Mấy bạn cho hỏi , trong Announcement thì ( cập_nhật ngày 8-10 ) : " " In the consider of Sakai often has troubles at weekend , we decided to extend the deadline of Stage 1 +2 to Wednesday , 20 Oct . " " . Nhưng trong Assignment version 1.2 thì nói rằng deadline chỉ đến ngày 16-10 . Vậy chính_xác là ngày nào ? Mình muốn biết vì có bân 1 khaongr 3 ngày liên_tục : d . Thanks . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Natipoong ,0,10/13/2010, Re : Deadline chính_thức là ngày nào ? , " Vậy bạn muốn deadline ngày nào , mình sẽ dời cho . : D ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MsR ,0,10/13/2010, Re : Deadline chính_thức là ngày nào ? , sao chưa có dropbox nhỉ nộp nhanh còn lo ôn thi ; ) ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/5/2010, Các testcase comment , " / * * / * / 2 token / * / * * / 0 token / * * abc / * / 0 token / * / * * / * / 2 token / * / * / * * / * / * / 2 token / * / / / * * * * / 0 token / / * asx * / ( khong co dau xuong hang thi co 1 token ' / ' , neu co dau xuong hang thi 0 token ' ) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/6/2010, Cau hoi chua ai tra loi gium , " dinh huy wrote : khoa vu wrote : Thay cho em duoc hoi cai nay co may token . De em biet con sua lai code cho phu hop . / * abc * / var a ; / * def * / Y cua em la chi co 2 dong comment , hay la nola mot cai comment Hien gio em ra 3 token 3 token . Cái này đọc đặc_tả là thấy ngay thôi . A block comment starts with / * and ends with * / . A block comments may span on many lines and may not nest . Thay cho em hoi luon la / * / * * / * / thi neu theo quy tac tren thi no phai la 1 cai comment va hai token * va / moi dung Nhung theo y kien mot so ban thi chi co comment A block comments may span on many lines and may not nest . Thay ghi dong nay ma chu not nest co in dam , vay chung to la no khong duoc long nhau phai khong ah . Tai vi theo mot so y kien " " may not nest " " thi no co the long nhau . Thay co the cho em biet y kien duoc khong ah ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L ,0,10/6/2010, Re : Cau hoi chua ai tra loi gium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/7/2010, Re : Cau hoi chua ai tra loi gium , " may not nest - - > " " buộc phải không lồng nhau " " may span on many lines - - > " " buộc phải trải ra trên nhiều dòng " " consider this : / * I ' m a bullshit guy * / it IS an ILLEGAL_COMMENT due to its ONE-LINE spanning - - > many compilers in this world are CRAZY , not this Crazy of Mr.Phung ... ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/7/2010, Re : Cau hoi chua ai tra loi gium , Vậy theo bạn Obelisk test sau có mấy token / * abc * / var a ; / * def * / Và mình nghĩ theo ý thầy Vĩnh . " may " - > có_thể ( ví_dụ : có_thể trãi ra nhiều dòng nhưng cũng có_thể là 1 dòng ) phủ_định của may " not may " - > bắt_buộc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/7/2010, Re : Cau hoi chua ai tra loi gium , " Be flexible . Mềnh đã hiện_thực theo cả hai hướng rùi , bi h cut đoạn No . 1 ra rùi dán đoạn No . 2 vào thui = . = Thanx_Thầy . Em sẽ cố đọc VBCQBTA nhìu hơn ạ : ) ) Ra 3 : D : D : D ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phúc_Trần_Mỹ ,0,10/13/2010, Re : Cau hoi chua ai tra loi gium , khoa vu wrote : Vậy theo bạn Obelisk test sau có mấy token / * abc * / var a ; / * def * / Và mình nghĩ theo ý thầy Vĩnh . " may " - > có_thể ( ví_dụ : có_thể trãi ra nhiều dòng nhưng cũng có_thể là 1 dòng ) phủ_định của may " not may " - > bắt_buộc Theo mình là 3 bạn à !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/10/2010, hot testcase parser , " function myfunc ( ) : real ; begin var a : integer ; const abc = 3 ; const abc = [ [ 2 ; 4 ] ; 5 ] ; abc : = - 5 ^ - 2 - - 7 + - 3 / ( - 8 * - 9 - - sadsa ( - err , asd , asd ,0,-4.20E+39, - [ 3 ; 4 ] , - as [ 4,5 ] , ' fhgfhfjhgjkj ' ) ) ; end Có ai báo lỗi chỗ - sadsa hay chỗ - err hay chỗ - [ 3 ; 4 ] hay chỗ - as [ 4,5 ] hú tiếng Hiện_giờ mính không biết những chỗ đó có báo lỗi hay không mới đúng nữa ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hau ma ,0,10/10/2010, Re : hot testcase parser , mình không chạy ra lỗi nào cả ( nếu_như coi mảng [ [ 2 ; 4 ] ; 5 ] chấp_nhận được ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tri_Nguyen ,0,10/10/2010, Re : hot testcase parser , " Bao loi cho end ( ' thiếu dấu ' ; ' ) : D . ' Fatal error : exception Parser _ driver.Error ( 1 ,191, " " " " ) ' ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/10/2010, Re : hot testcase parser , " Tri_Nguyen wrote : Bao loi cho end ( ' thiếu dấu ' ; ' ) : D . ' Fatal error : exception Parser _ driver.Error ( 1 ,191, " " " " ) ' Cái spec coi không kỹ suýt_nữa thì tiêu . Đúng là có dấu ; ở cuối function . Cám_ơn bạn . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micro ,0,10/10/2010, Re : hot testcase parser , " khoa vu wrote : Tri_Nguyen wrote : Bao loi cho end ( ' thiếu dấu ' ; ' ) : D . ' Fatal error : exception Parser _ driver.Error ( 1 ,191, " " " " ) ' Cái spec coi không kỹ suýt_nữa thì tiêu . Đúng là có dấu ; ở cuối function . Cám_ơn bạn . Còn nữa nè bồ , may nhá , tớ cũng test cái này , thiếu RETURN khi viết hàm , quan_trọng à . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/11/2010, Re : hot testcase parser , " Cyber_Sun wrote : khoa vu wrote : Tri_Nguyen wrote : Bao loi cho end ( ' thiếu dấu ' ; ' ) : D . ' Fatal error : exception Parser _ driver.Error ( 1 ,191, " " " " ) ' Cái spec coi không kỹ suýt_nữa thì tiêu . Đúng là có dấu ; ở cuối function . Cám_ơn bạn . Còn nữa nè bồ , may nhá , tớ cũng test cái này , thiếu RETURN khi viết hàm , quan_trọng à . Cam on nha , cai test nay no cuu minh nhieu cho_qua ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trần_Văn_Tuấn ,0,10/11/2010, Re : hot testcase parser , " Đâu nhâ ́ t thiê ́ t phải có return ? ? đó cũng là 1 statement mà , tùy test ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_ Apple _ ,0,10/11/2010, hot testcase parser , Mình cũng nghĩ như_thế . Thấy trong spec ko nói j cả nên mình nghĩ ko nhất thiêt function phải return . Có hay ko cũng được mà . ko bik có đúng ko nữa . : D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,10/12/2010, Re : hot testcase parser , Trong_Function call làm_gì có string nhỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ran_Nguyen ,0,10/13/2010, hot testcase parser , " khoa vu wrote : function myfunc ( ) : real ; begin var a : integer ; const abc = 3 ; const abc = [ [ 2 ; 4 ] ; 5 ] ; abc : = - 5 ^ - 2 - - 7 + - 3 / ( - 8 * - 9 - - sadsa ( - err , asd , asd ,0,-4.20E+39, - [ 3 ; 4 ] , - as [ 4,5 ] , ' fhgfhfjhgjkj ' ) ) ; end Có ai báo lỗi chỗ - sadsa hay chỗ - err hay chỗ - [ 3 ; 4 ] hay chỗ - as [ 4,5 ] hú tiếng Hiện_giờ mính không biết những chỗ đó có báo lỗi hay không mới đúng nữa begin var a : integer ; const abc = 3 ; const abc = [ [ 2 ; 4 ] ; 5 ] ; abc : = - 5 ^ - 2 - - 7 + - 3 / ( - 8 * - 9 - - sadsa ( - err , asd , asd ,0,-4.20E+39, - [ 3 ; 4 ] , - as [ 4,5 ] , ' fhgfhfjhgjkj ' ) ) ; end Bị báo lỗi chỗ màu đỏ : ( ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binh_Ngo ,0,10/13/2010, hot testcase parser , " Ran_Nguyen wrote : khoa vu wrote : function myfunc ( ) : real ; begin var a : integer ; const abc = 3 ; const abc = [ [ 2 ; 4 ] ; 5 ] ; abc : = - 5 ^ - 2 - - 7 + - 3 / ( - 8 * - 9 - - sadsa ( - err , asd , asd ,0,-4.20E+39, - [ 3 ; 4 ] , - as [ 4,5 ] , ' fhgfhfjhgjkj ' ) ) ; end Có ai báo lỗi chỗ - sadsa hay chỗ - err hay chỗ - [ 3 ; 4 ] hay chỗ - as [ 4,5 ] hú tiếng Hiện_giờ mính không biết những chỗ đó có báo lỗi hay không mới đúng nữa begin var a : integer ; const abc = 3 ; const abc = [ [ 2 ; 4 ] ; 5 ] ; abc : = - 5 ^ - 2 - - 7 + - 3 / ( - 8 * - 9 - - sadsa ( - err , asd , asd ,0,-4.20E+39, - [ 3 ; 4 ] , - as [ 4,5 ] , ' fhgfhfjhgjkj ' ) ) ; end Bị báo lỗi chỗ màu đỏ : ( đó là function call ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guest_User ,1,10/6/2010, Re : Các testcase comment , Minh ` nghj ~ tat ; ca ? deu ` 0 : ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/6/2010, Re : Các testcase comment , " ab c wrote : Minh ` nghj ~ tat ; ca ? deu ` 0 : ) Minh thu xai mot cai ide netbean chang han thi comment se ket thuc ngay neu gap " " * / " " . Va ban xem trong spec , nokhong cho comment long vao nhau dau . Minh nghi vay . May cai vu comment nay hoi phuc tap sao khong thay ai ban toi vay , minh da chay thu nhieu cai test comment minh tao nhung khong biet co du truong hop hay khong Ban nao co test comment hay thi chi giao ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XXX ,0,10/6/2010, Các testcase comment , i sì bạn : d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/6/2010, Re : Các testcase comment , " ab c wrote : Minh ` nghj ~ tat ; ca ? deu ` 0 : ) Nhất_trí . Cái này mình ra 2 nè , vì thiếu phần cuối nên nó nhận 2 dấu : chia và nhân = ) ) = ) ) Lúc đầu cũng hem hỉu sao ra 2 : / * Comments nó tàn_bạo ở chỗ chỉ cần / / hay / * * / thì tất_cả những gì trong phạm_vi comment của nó vô_nghĩa về mặt chương_trình > " " < Thầy cũng nhân_đạo ở chỗ cho bỏ tuốt khi gặp cái này . Có_lẽ Thầy sẽ khai_thác mấy cái lỗi có cả comments và eof , eol . . v . v . . ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khoa vu ,0,10/6/2010, Re : Các testcase comment , " Obelisk wrote : ab c wrote : Minh ` nghj ~ tat ; ca ? deu ` 0 : ) Nhất_trí . Cái này mình ra 2 nè , vì thiếu phần cuối nên nó nhận 2 dấu : chia và nhân = ) ) = ) ) Lúc đầu cũng hem hỉu sao ra 2 : / * Comments nó tàn_bạo ở chỗ chỉ cần / / hay / * * / thì tất_cả những gì trong phạm_vi comment của nó vô_nghĩa về mặt chương_trình > " " < Thầy cũng nhân_đạo ở chỗ cho bỏ tuốt khi gặp cái này . Có_lẽ Thầy sẽ khai_thác mấy cái lỗi có cả comments và eof , eol . . v . v . . Thong tin nay ban lay o dau vay . Vi trong spec noi khong cho comment long vao nhau Vi du : / * / * * / * / . Neu cho la 0 token thi chung to 2 comment da long vao nhau . Do do minh phai coi / * / * * / la mot comment va con lai la 2 token * va / Va thuc te cung la nhu vay , ban xai netbean di thi biet ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/6/2010, Re : Các testcase comment , " khoa vu wrote : Obelisk wrote : ab c wrote : Minh ` nghj ~ tat ; ca ? deu ` 0 : ) Nhất_trí . Cái này mình ra 2 nè , vì thiếu phần cuối nên nó nhận 2 dấu : chia và nhân = ) ) = ) ) Lúc đầu cũng hem hỉu sao ra 2 : / * Comments nó tàn_bạo ở chỗ chỉ cần / / hay / * * / thì tất_cả những gì trong phạm_vi comment của nó vô_nghĩa về mặt chương_trình > " " < Thầy cũng nhân_đạo ở chỗ cho bỏ tuốt khi gặp cái này . Có_lẽ Thầy sẽ khai_thác mấy cái lỗi có cả comments và eof , eol . . v . v . . Thong tin nay ban lay o dau vay . Vi trong spec noi khong cho comment long vao nhau Vi du : / * / * * / * / . Neu cho la 0 token thi chung to 2 comment da long vao nhau . Do do minh phai coi / * / * * / la mot comment va con lai la 2 token * va / Va thuc te cung la nhu vay , ban xai netbean di thi biet Mình nghĩ ta đang làm về ngôn_ngữ_lập_trình chứ không phải IDE , và the name is Crazy , not NetBeans Hơn_nữa dù có là KSTN thì tụi nóa cũng đang làm trên Scala/Eclipse với thầy Cay ( = ) ) ) Vậy ... bạn là ai > " " < ; ) ) Còn về thông_tin , mình nghe Thầy nói thế ( sáng nay ) . Có_lẽ lúc ấy mình chưa kịp lấy ráy tai , nên nghe nhầm chăng ? Thoai đợi Thầy vào comment vậy ^ ^ Ý , mà không phải Thầy dinh huy đã bảo các câu_hỏi về ASS chỉ do một người trả_lời thui sao , hix ... plz read this ... > " " < ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meocon ,0,10/6/2010, Re : Các testcase comment , / * * / * / minh nghi ra 0 token . giong nhu may cai comment trong c + + no cung lam vay : d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/6/2010, Re : Các testcase comment , " Có_lẽ vấn_đề nằm ở chỗ dịch_thuật ? Mình dịch cụm_từ " " may not nest " " là : " " có_thể không lồng nhau " " , còn bạn ? Mình đã hỏi một cô bạn kha_khá AV ( mắc_cỡ wé > " " < ) và cô ấy bảo " " may not " " mang ý_nghĩa nhẹ_nhàng , dự_đoán . Còn nếu muốn nhấn_mạnh thì chắc MR.Phùng đã dùng " " must not nest " " , chứ nếu_không thì ... người Anh hơi bị cực_đoan nhỉ , vì may hay must gì cũng_như nhau = ) ) Hơn_nữa , xét về cảm_tính , mình cũng thấy ... đơn_giản : chú_thích của chương_trình , không có ý_nghĩa gì về mặt biên / thông_dịch , thì ... trong một chú_thích , nếu có lồng thêm ... chú_thích nữa , thì vẫn là ... chú_thích > " " < Chứ sao lại văng token tùm_lum chi ... ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk ,0,10/6/2010, Re : Các testcase comment , meocon wrote : / * * / * / minh nghi ra 0 token . giong nhu may cai comment trong c + + no cung lam vay : d Like like like : D_Thiếu token <Like> đúng là sai_lầm to_lớn của Sakai : D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
